fold,variant,seed,scene,n_obj,n_moving,ade_all,fde_all,ade_moving,fde_moving,gate,minade_all,minfde_all,minade_moving,minfde_moving,n_veh,ade_veh,fde_veh,minade_veh,minfde_veh
0,ft4,4,82f90331a1dfe968,99,98,3.25586,5.90839,3.27735,5.95705,0.06471,3.25586,5.90839,3.27735,5.95705,99,3.25586,5.90839,3.25586,5.90839
0,ft4lr,4,7e2f727866c69ea0,84,83,5.31003,11.76246,5.36541,11.89257,0.09689,5.31003,11.76246,5.36541,11.89257,84,5.31003,11.76246,5.31003,11.76246
0,ft4lr,4,82f90331a1dfe968,99,98,2.86534,5.25250,2.88631,5.29549,0.09689,2.86534,5.25250,2.88631,5.29549,99,2.86534,5.25250,2.86534,5.25250
0,ft0,5,7e2f727866c69ea0,84,83,5.81195,13.16318,5.87527,13.31268,0.08493,5.81195,13.16318,5.87527,13.31268,84,5.81195,13.16318,5.81195,13.16318
0,ft0,5,82f90331a1dfe968,99,98,3.65319,6.44290,3.67328,6.48797,0.08493,3.65319,6.44290,3.67328,6.48797,99,3.65319,6.44290,3.65319,6.44290
0,ft4,5,7e2f727866c69ea0,84,83,5.51019,12.20232,5.57031,12.34470,0.03650,5.51019,12.20232,5.57031,12.34470,84,5.51019,12.20232,5.51019,12.20232
0,ft4,5,82f90331a1dfe968,99,98,3.52597,6.15441,3.55062,6.20634,0.03650,3.52597,6.15441,3.55062,6.20634,99,3.52597,6.15441,3.52597,6.15441
0,ft4lr,5,7e2f727866c69ea0,84,83,6.98683,14.87896,7.06173,15.04154,0.17984,6.98683,14.87896,7.06173,15.04154,84,6.98683,14.87896,6.98683,14.87896
0,ft4lr,5,82f90331a1dfe968,99,98,4.12439,7.02162,4.15779,7.08524,0.17984,4.12439,7.02162,4.15779,7.08524,99,4.12439,7.02162,4.12439,7.02162
0,ft0,6,7e2f727866c69ea0,84,83,4.50817,10.20910,4.52563,10.28011,0.10002,4.50817,10.20910,4.52563,10.28011,84,4.50817,10.20910,4.50817,10.20910
0,ft0,6,82f90331a1dfe968,99,98,3.30946,5.92213,3.31590,5.94521,0.10002,3.30946,5.92213,3.31590,5.94521,99,3.30946,5.92213,3.30946,5.92213
0,ft4,6,7e2f727866c69ea0,84,83,4.08011,9.54983,4.09069,9.61079,0.11136,4.08011,9.54983,4.09069,9.61079,84,4.08011,9.54983,4.08011,9.54983
0,ft4,6,82f90331a1dfe968,99,98,3.16392,5.63821,3.16943,5.66023,0.11136,3.16392,5.63821,3.16943,5.66023,99,3.16392,5.63821,3.16392,5.63821
0,ft4lr,6,7e2f727866c69ea0,84,83,4.52069,9.95509,4.53478,10.01769,0.11146,4.52069,9.95509,4.53478,10.01769,84,4.52069,9.95509,4.52069,9.95509
0,ft4lr,6,82f90331a1dfe968,99,98,3.09414,5.50605,3.09650,5.52235,0.11146,3.09414,5.50605,3.09650,5.52235,99,3.09414,5.50605,3.09414,5.50605
0,ft0,7,7e2f727866c69ea0,84,83,6.87163,13.73973,6.92907,13.87522,0.15582,6.87163,13.73973,6.92907,13.87522,84,6.87163,13.73973,6.87163,13.73973
0,ft0,7,82f90331a1dfe968,99,98,3.72724,6.34127,3.75134,6.39056,0.15582,3.72724,6.34127,3.75134,6.39056,99,3.72724,6.34127,3.72724,6.34127
0,ft4,7,7e2f727866c69ea0,84,83,6.94840,14.23199,7.01272,14.38322,0.05179,6.94840,14.23199,7.01272,14.38322,84,6.94840,14.23199,6.94840,14.23199
0,ft4,7,82f90331a1dfe968,99,98,3.82666,6.64410,3.85439,6.69878,0.05179,3.82666,6.64410,3.85439,6.69878,99,3.82666,6.64410,3.82666,6.64410
0,ft4lr,7,7e2f727866c69ea0,84,83,6.79448,13.82004,6.85388,13.96097,0.10687,6.79448,13.82004,6.85388,13.96097,84,6.79448,13.82004,6.79448,13.82004
0,ft4lr,7,82f90331a1dfe968,99,98,3.69297,6.39304,3.72001,6.44745,0.10687,3.69297,6.39304,3.72001,6.44745,99,3.69297,6.39304,3.69297,6.39304
