epoca,train_vistas,train_vistas_sd,train_nuevas,train_nuevas_sd,val,val_sd
sin_entrenar,0.7072788849473,0.04567779031256223,0.7005068408325315,0.050237087659614495,0.7479701957532338,0.031445615621098655
10,0.14798553264699876,0.029066362703711483,0.14778767448539534,0.02639109742973864,0.18825432338884898,0.027530290958068922
20,0.13007365842349827,0.03978079946872761,0.13079130253754556,0.036588378706282544,0.1841959043272904,0.03823220821813068
30,0.1259614306036383,0.03521105800369834,0.12881504453253,0.03328799860267692,0.1796187393899475,0.03831074025643229
40,0.12546463427133858,0.034822654550290905,0.13038063476172587,0.034200875611493244,0.18206525088420936,0.0389215001385231
50,0.12458095839247108,0.036423478755494315,0.13049204957981905,0.0355401549977352,0.18399786949157715,0.03866977479487431
60,0.1254400599282235,0.03333338231600338,0.13153025632103285,0.03233605874020275,0.1818288452923298,0.03653295683939526
70,0.12504939758218825,0.03493474060368037,0.1326268701426064,0.03386604943973666,0.18513256843600953,0.03833034632365489
80,0.12436722707934678,0.03388887514539846,0.13135725861260047,0.033562758943971434,0.18361000211111136,0.03830420519558532
90,0.12421953189186752,0.03379685523541237,0.13160621859909347,0.033282422591038474,0.18375164589711598,0.03758567053747457
100,0.13284272304736078,0.033338679409840644,0.13626009660462537,0.031241460313450056,0.18866516729550703,0.03628203177382413
110,0.1258993016090244,0.03274828815736747,0.1321795949867616,0.03183883096491277,0.18218601308763027,0.033763246769598056
120,0.125217356486246,0.03395439753915951,0.13224831642583013,0.033282256215652936,0.1834186195795025,0.0365054123182495
130,0.12479492998681962,0.03154447357965546,0.13218116403246918,0.03128347270376062,0.18175678380898067,0.03516687462759516
140,0.12463347963057458,0.03561972573375372,0.13153333736894032,0.03513910846365078,0.18614345682518824,0.03889782775391026
150,0.12526491424068809,0.03623799450016327,0.13177096482831985,0.0361063070404932,0.1873928646423987,0.03994348990794556
160,0.12498013698495924,0.03448275863376171,0.13168566243257374,0.034395022299428084,0.18335365051669733,0.038690999668987855
170,0.12450148537755013,0.03564653554281557,0.13153793783082315,0.03542899610392424,0.18525996059179306,0.0395237473849102
180,0.12322476110421121,0.03572856189800237,0.13048515131231397,0.03546019337197041,0.18508558507476533,0.037894120230810374
190,0.12585677346214652,0.030763320580518505,0.13480748259462416,0.03006167579730377,0.18554476462304592,0.032373875551081524
200,0.12505559576675296,0.03392712695655958,0.13087207327286401,0.033828629414267945,0.18420379954789365,0.03753450905578904
210,0.11281644878908992,0.03346958979981204,0.12401750450953841,0.03856068000492763,0.19209220899002893,0.046017858551416484
220,0.10722652985714376,0.027626165704453164,0.12144950916990638,0.03593871329033308,0.1974785096411194,0.04197465610508422
230,0.10555533901788294,0.027523342235369598,0.12182262858065467,0.037932508590632935,0.18975090102425643,0.04465053788503485
240,0.1053138398565352,0.027877270353581167,0.12015108616712193,0.0366655464869208,0.18038296406822546,0.040862984992375694
250,0.10505354672204703,0.028769566652508412,0.12207173536686848,0.04122250028156654,0.19045736228248902,0.05032586500871011
260,0.10784309566952288,0.024246096591441703,0.12253378661504637,0.032529588917055964,0.17925398956452096,0.03725609509675594
270,0.10328577924519777,0.024350342666554763,0.12071504443883896,0.0340612882185062,0.1852646568523986,0.04078244696961283
280,0.11024120543152094,0.024992848981593943,0.1273541005405908,0.03561608886143135,0.18698794368122304,0.040086607960821065
290,0.10264754761010408,0.02751948152829463,0.11915590891536947,0.03895127992941637,0.19116552679666451,0.04618544061155088
300,0.10149870440363884,0.026816109168560615,0.11907549966902782,0.040032396676089356,0.18776957890284912,0.04754894794655531
310,0.09958933212328702,0.023312702472710913,0.12070420624998708,0.04005207295361158,0.19272536731192044,0.04653439547923597
320,0.09745077230036259,0.023956196631638765,0.11499077884946018,0.03648857749653114,0.19077294985098497,0.04777729313707687
330,0.10513845784589648,0.024199025334754036,0.11504424212034792,0.03067380576986461,0.19216893560120038,0.03967407019535709
340,0.0960571481846273,0.023420881018648504,0.11907030723523349,0.03841862983628085,0.1863988590027605,0.04607212373453138
350,0.09552888618782163,0.02415198912149688,0.11553095341272031,0.037944080997781425,0.1872620667730059,0.046742022906846946
360,0.100416254485026,0.020512320169222577,0.11808775993995368,0.03407074859567473,0.1786049467378429,0.04089297550328903
370,0.09934247890487313,0.02426376130551616,0.12125354066180687,0.04264727976340643,0.19119814703507082,0.04902544788178553
380,0.09584542457014322,0.022790358457012726,0.11649219986672203,0.03944946832986586,0.1889275341693844,0.04691927204807048
390,0.09518859325908124,0.024190075563194476,0.11631574817389871,0.03968866914360074,0.1895406429788896,0.04655717932643042
400,0.0961780920624733,0.022431175871062428,0.11544726866607864,0.03610921759597217,0.1854089413370405,0.04359646857442817
410,0.09531719412188977,0.024466448205513382,0.11601668386720121,0.04069857894470842,0.1917315595118063,0.04964712439004857
420,0.09647242852952331,0.022508764493156225,0.11776890512555838,0.03665817684176018,0.18508981753672873,0.045709670132610916
430,0.09559449087828398,0.023215468183174767,0.11607405677204952,0.03855905698814326,0.18477868009358644,0.04805679333703028
440,0.09749828546773642,0.02679742183735417,0.11995875156329323,0.04198325057712778,0.18911760353616305,0.04999669432281091
450,0.09692914679180831,0.024214824488098204,0.11682504943261544,0.03795367308151249,0.1883708227957998,0.0501096302451074
460,0.09660916787106544,0.026146610056003307,0.1188423001828293,0.03964345084992212,0.1890492123950805,0.0497184132959436
470,0.09449180250521749,0.02580985743986324,0.11709725492012997,0.03995198714561088,0.18763610680720635,0.049067801314668695
480,0.09318023547530174,0.022982144235565084,0.1143055231271622,0.0360660913431921,0.1867648685084922,0.04808838470139369
490,0.09313948173075914,0.022724178793118832,0.11243064994535719,0.03447759220489782,0.1876413163595966,0.045963454516336995
500,0.0937517195707187,0.02216838084627597,0.11235108296386898,0.032759842512563156,0.18412272951432637,0.04266686187813389
510,0.09538775542750955,0.024263757892653063,0.11333062499761581,0.034530000909588784,0.19084208538489683,0.04131856627590619
520,0.09564866323489696,0.02463894201490335,0.11081055908774336,0.03411090889859974,0.18479616061917373,0.041680626895774425
530,0.0948610466439277,0.024289563353215932,0.11216624310084929,0.0347010050030135,0.17534286129687512,0.028343171330966557
540,0.09498132963199168,0.02392008025079954,0.11279402104749654,0.0348687205635668,0.1793312882738454,0.03661920167784546
550,0.0963387384545058,0.023784426416623435,0.11307850656642889,0.033973155331841136,0.18038686018969333,0.0325818477662056
560,0.09501058713067323,0.02504853401590196,0.11462181348664065,0.03431177413466245,0.18543077845658576,0.04163764449929632
570,0.09594989160541445,0.02659338102538866,0.11578343284782022,0.038050392326786045,0.1871235342696309,0.04814569741701748
580,0.09486477426253259,0.02105835875335801,0.11389371911839892,0.03161782283564868,0.1791577228744115,0.042335396300378025
590,0.09724372671917081,0.025067163596403975,0.11586654946828882,0.035726691395900304,0.19505687084581172,0.04863314138009402
600,0.09320480027236044,0.023483026676726696,0.1143614681592832,0.037716718562110715,0.19374712423554488,0.05243069686828515
610,0.09283892612438649,0.022006018633841197,0.11260194389615208,0.03467629584816589,0.18982884766800062,0.046800284574293895
620,0.09251899761147797,0.022604540753790283,0.11202435771701857,0.03494907872377944,0.19414827626730716,0.04500614743999079
630,0.09265870961826295,0.02245711245728318,0.1118381898268126,0.035644425286342984,0.19564289440001761,0.048213821185532565
640,0.0941785485483706,0.022993118965092908,0.11254776282779251,0.033780839412009774,0.19101138492780073,0.03921161664770377
650,0.09283876500558108,0.02345253236572198,0.11311636061873287,0.03685426098432885,0.19163915993911879,0.04979233903037996
660,0.09527772932779044,0.02445180069236636,0.11494458183490981,0.03662462359100812,0.1884006993579013,0.046885912805402906
670,0.09325518144760281,0.02324720489743072,0.11341550102224573,0.03622954371736488,0.19077342110020773,0.049092667316350716
680,0.09524853876791894,0.024689699801565764,0.11471400553515802,0.03665789957330564,0.1915133555552789,0.04776427063833057
690,0.09528310503810644,0.024936134394334623,0.11311017902335152,0.03747049175255685,0.1902789952499526,0.049548965938425296
700,0.09472199261654168,0.024194410210506268,0.11223966213098417,0.0363978616526616,0.19229412664260184,0.04689068635792969
710,0.09516309690661728,0.024059694659131832,0.11436923139262944,0.03601951646137176,0.19114601558872632,0.04215467488369699
720,0.09352942963596433,0.02539620866675112,0.11369617642291512,0.038097761274456306,0.1937973676249385,0.05197256457498688
730,0.09338359779212624,0.023640369029418424,0.11310184273558359,0.035998541895857675,0.1879374527239374,0.04889851665650853
740,0.09176465589553118,0.02315231258005544,0.11380498910633226,0.036532306738090915,0.19083354050027473,0.050409550210625625
750,0.09240721329115331,0.022997721411041512,0.11268647278969486,0.035001375078701095,0.19017833178596838,0.04629368579734913
760,0.0922738357912749,0.022119989076178178,0.11195137571000184,0.034781340231428294,0.19357825789068425,0.040918867718177265
770,0.09199767897371203,0.022599307183004295,0.11220868905850996,0.036603505072385224,0.1966386322996446,0.04559417070046687
