epoca,train_vistas,train_vistas_sd,train_nuevas,train_nuevas_sd,val,val_sd
sin_entrenar,0.432107443921268,0.0342230125226685,0.42591186659410596,0.031753440363714025,0.41589259782007765,0.008546414621492995
10,0.14885661215521395,0.023542899535797156,0.15027116402052343,0.023953967873669046,0.1462641233312232,0.00896580794662995
20,0.13807504693977535,0.022781151497501415,0.14061836040734002,0.0208640638563821,0.1422076511329838,0.010125152576960911
30,0.13815530552528799,0.024925873437195347,0.1436753939681997,0.023385532682333204,0.1458851923899991,0.013791884232084778
40,0.13587379804812372,0.022817043653348783,0.14326746521207193,0.02126436390553884,0.1452139520219394,0.013279236356681405
50,0.14014433068223298,0.027724558592832793,0.14907452328285822,0.026535408415845677,0.1498036789042609,0.014156738700858205
60,0.13583636423572898,0.02424710017506492,0.14531641694096228,0.02135491257917637,0.14848352649382182,0.012128738361875134
70,0.13378278352320194,0.024473399215150012,0.14260226643333831,0.022603652486725172,0.1487693613661187,0.01392155859632798
80,0.13303583208471537,0.025759550496832744,0.14317590525994697,0.022991105606119045,0.1476974966270583,0.01348224134582569
90,0.13434315822087228,0.025352519546444928,0.14394200969642648,0.02337327407625988,0.14584711433521338,0.013295948733384997
100,0.1401654602959752,0.021124294542700792,0.15059148725898316,0.01758336664819887,0.15635974545563971,0.010104608209078639
110,0.13809329993091524,0.021889815313724786,0.1497680026028926,0.01927689929888194,0.15836760242070472,0.010499899289186791
120,0.13583076209761202,0.020975190044588723,0.14220971905160695,0.019958670123983877,0.14374070747622422,0.010432623191376006
130,0.13297695177607238,0.02408019692059202,0.14238704337428013,0.022021771887705672,0.14717963364507472,0.01320057876451003
140,0.13329297164455056,0.024298175501233435,0.14340534177608788,0.021533304088749143,0.14648339338600636,0.01191876635510147
150,0.1416701045818627,0.023957400372329008,0.15170242761572203,0.02065248160772394,0.1568758184356349,0.01062362730926514
160,0.1327190084848553,0.02576004302910591,0.14378231014901152,0.022987136432042164,0.1479697935283184,0.013020244311818011
170,0.13352061761543155,0.025188282236067856,0.144010986511906,0.0224690148613944,0.1470543939088072,0.012387897744259165
180,0.13558963197283447,0.028214392722073035,0.14629886101465672,0.026180290539145088,0.14822270987289293,0.01453666766143143
190,0.13336232607252896,0.024525691650564042,0.1432081957658132,0.022123780587685837,0.1482979277414935,0.013599859897320337
200,0.13238672446459532,0.024995845817412054,0.14277439673120776,0.022355656412596448,0.1449157777907593,0.013337881513041045
210,0.13398306909948587,0.024160940984615287,0.14358942649172,0.02281236547272965,0.14462405017444066,0.013082312975870569
220,0.13548802072182298,0.02628413188721334,0.14601501248156032,0.024585799069975343,0.14685610122978687,0.013822737420301514
230,0.13279158854857087,0.026519894628590283,0.14348766095160195,0.023605058746093043,0.14698674822492258,0.013447679295958253
