epoca,train_vistas,train_vistas_sd,train_nuevas,train_nuevas_sd,val,val_sd
sin_entrenar,0.523443722166121,0.026304194218174527,0.5126698450185359,0.02954470136988392,0.5158760015453611,0.010775676305741519
10,0.14715685974806547,0.038786955196730845,0.1483650269995754,0.03943824196251447,0.23828608037105628,0.009690709596227347
20,0.12374631641432643,0.04213742581695337,0.1254496624072393,0.040207926627305775,0.2042906718062503,0.0031508570211840462
30,0.12220987747423351,0.0449867716241018,0.1256890142491708,0.04228090338646442,0.20754516177943774,0.0026387774141009503
40,0.12488087615929544,0.042434146311674845,0.12971634157778075,0.04154063937310912,0.21300859882363252,0.004758797183637842
50,0.1216593177523464,0.04747067829306761,0.12853809461618462,0.04580488405266431,0.21816328939582622,0.004580839225400766
60,0.11998538789339364,0.045045184738828487,0.1279668090865016,0.04299778261353963,0.20876405388116837,0.002465335495284637
70,0.11998242978006601,0.04565988452501708,0.12809588391489038,0.044550040284402584,0.2161465481455837,0.0037316754961650893
80,0.11936124321073294,0.045176998002721715,0.1279737576454257,0.04345366532470071,0.21151010186544486,0.0026713540001807932
90,0.1256261826492846,0.04446804235500761,0.1334888415488725,0.043628301962009605,0.2219037517373051,0.00734407252644165
100,0.12156607350334525,0.04032041732842496,0.13070854416582733,0.03811224224965697,0.20240658202341624,0.002237844213621487
110,0.121606684057042,0.04272675587793668,0.13017064216546714,0.041928238427720546,0.20988440487001622,0.004179145699578822
120,0.11944195022806525,0.044127173632474134,0.1275607628049329,0.0429818944878259,0.2090470442282302,0.0037773210467185207
130,0.12278268672525883,0.04461150773970413,0.131676384441865,0.04373356443992168,0.21848637850156852,0.006156497872472181
140,0.11829931964166462,0.04396905470596202,0.12777510898498198,0.042792042139059426,0.21039931316460883,0.004117527912579174
150,0.12573103047907352,0.04340304441736138,0.13548481278121471,0.04224826227666182,0.21144976360457285,0.0035003584323160678
160,0.1030811530072242,0.028340761633143977,0.11690302654945602,0.04065948714553472,0.23555147062454904,0.007262445574850565
170,0.09571708831936121,0.01864797649210656,0.11530984183385347,0.04370940478476493,0.22138415090739727,0.015050355328897884
180,0.09842094802297652,0.015310868056401227,0.11820475609662633,0.040198384018421754,0.22968534672898905,0.015330998186650287
190,0.09469140158034861,0.02116104527906901,0.12028396944515407,0.05412213788382319,0.2399675061127969,0.008620831661938427
200,0.09046823624521494,0.015925594392249026,0.10964050450517486,0.036620357929182425,0.22051046416163445,0.016970696638575134
210,0.08888062136247754,0.01360652469623229,0.10995190998073667,0.034752130222598286,0.23551847599446774,0.016317128405665293
220,0.09172117919661105,0.012112806023048836,0.10840881406329572,0.0296109102817992,0.2118568949933563,0.018795207709442534
230,0.08780796127393842,0.011891919160340212,0.10936082247644663,0.03203966153471237,0.22104183557842458,0.02041224386931075
240,0.08875798503868282,0.010605750554963394,0.10731601288231711,0.026800930065535095,0.2099926500980343,0.015087529389898312
250,0.0895145502872765,0.011994883831253385,0.11210749732951324,0.03359391573731808,0.22899754850992135,0.014678749098221186
260,0.08853018493391573,0.012094461346560531,0.1099379980393375,0.03301492571525782,0.22541695939643042,0.015615770578182102
270,0.08800246904138476,0.01285231478292901,0.10978658609868337,0.0305496103846071,0.2140511670815093,0.015105154858808782
280,0.08796667912974954,0.011728255656615076,0.10984522205156584,0.03129805187852722,0.22269737028649875,0.01901850770628483
290,0.08799207862466574,0.012073656697837401,0.10719129489734769,0.029715453699378256,0.2112686676638467,0.01748950484948389
300,0.08915665955282748,0.012096708547325532,0.11038968401650588,0.03112540729179631,0.22036524329866683,0.015836258180505505
310,0.08726245886646211,0.011005689330715255,0.10998013720382005,0.029502111481515353,0.21379943883844785,0.01385709997702738
320,0.08636250114068389,0.012130491660849658,0.10848818928934634,0.030838685008581453,0.2186662850103208,0.015610481174275824
330,0.08779279538430274,0.012007137262645285,0.10845681986150642,0.03012469570121258,0.21850994947765554,0.016869236652249597
340,0.08564101997762918,0.012237497490803478,0.10807128277762483,0.031560196996204354,0.22084612239684379,0.015507350617647221
350,0.08774563937913626,0.012952366678124118,0.10759780121346314,0.031699899798194375,0.22025642091674463,0.022540714324649533
360,0.08704648353159428,0.012038161251868181,0.10932315851096064,0.028762232538350332,0.2119322975299188,0.011734074388643186
370,0.08817550609819591,0.01122805105142163,0.11044199299067259,0.029620786657677735,0.22115241124161653,0.01630125022673066
380,0.08624491351656616,0.011624176600211138,0.10783352353610098,0.02957986259288523,0.21928150818816253,0.016634682296308354
390,0.08674622839316726,0.009824674197218155,0.10816245227276038,0.028005835653638907,0.21378759640668119,0.01563742601767557
400,0.08616721979342401,0.010643988900840472,0.10837331584965189,0.030896335555686577,0.21985460551721708,0.01665181822810401
410,0.0855768327601254,0.011132222564453778,0.10891809799553205,0.02931107556892952,0.21493238157459668,0.015753246663787808
420,0.0853783879429102,0.011145333771258478,0.10830381644579272,0.03178795499812851,0.21701545800481523,0.01699108114712203
430,0.08701038802973926,0.01071602312890099,0.11205178999807686,0.03304494553038067,0.22744792220847948,0.020804622982326982
440,0.0875811183359474,0.01536086293298093,0.11185511081324269,0.03320130225116348,0.21633530514580862,0.019066413506674207
450,0.09039021073840559,0.012183775653334677,0.11561094080874075,0.02747468322979775,0.19829096512070724,0.009970396560240591
460,0.09129002154804766,0.011470192610448428,0.11436156594815354,0.0336319829752437,0.22591804526746273,0.01867841191504505
470,0.08815496414899826,0.01191602308206107,0.10921401352000733,0.0318506843504667,0.21126441364841803,0.013804566255947658
480,0.08798580861184746,0.014348172851017452,0.11155598420494546,0.03569644563157687,0.22080754967672483,0.013006954333442752
490,0.0903013264760375,0.018037667155768905,0.11268556544867654,0.03666930962101794,0.2185177273516144,0.016560448055768683
500,0.10275981645099819,0.027793978362156944,0.11982848456439872,0.04211195020889985,0.2224341971533639,0.01147241710029075
510,0.07506819133413956,0.02731600805024485,0.1093470484095936,0.038029955532508423,0.2620208654552698,0.02201905253482636
520,0.07104771834565327,0.0334469756079315,0.11122131528099999,0.050724196258906736,0.29872208727257593,0.022311584281135034
530,0.07952904861303978,0.025889905324502343,0.10679369803983718,0.03602956420567206,0.24930127523839474,0.018036578284321064
540,0.07141739572398365,0.04075412529032059,0.10918927741780256,0.04560936076998789,0.2875524541097028,0.01835765837164662
550,0.06640275081736036,0.03774847489405231,0.10382603023511668,0.039171465765092936,0.2533890078110354,0.019057310209524746
560,0.06987615890102461,0.0428041161648694,0.0993016487530743,0.034908952256798347,0.24738867181752408,0.014407292935172162
570,0.07036462454561843,0.044836606801815976,0.10112589310544233,0.0341594039714975,0.2535848960812603,0.015838406481473853
580,0.07064980711584212,0.04515412777543874,0.10433358477894217,0.03738308719253335,0.2562490089663437,0.024468095051637287
590,0.06495084480411606,0.03982942224457652,0.10225945028165977,0.03624134313840285,0.26173804248017923,0.01926967777437535
600,0.06533514687907882,0.03974032936737964,0.10252284809636573,0.036652819853068556,0.2590603373412575,0.018525615977711837
610,0.06423705065026297,0.03989532533436581,0.10196401396145423,0.03579416670767008,0.26125561419342247,0.018696532967847228
620,0.07233078280114569,0.04985212433705315,0.1073765877711897,0.040636855060484325,0.2646493738783257,0.030203635776322294
630,0.07084094795573037,0.04691459105647287,0.10932746490774055,0.03906819476527732,0.25751665154738085,0.021473823251199738
640,0.06891834726957313,0.04478079005090803,0.10697571044632544,0.037781219728356075,0.2641925234347582,0.023373742669484276
650,0.07226313029241282,0.03128071475187548,0.10354388431490709,0.035327695504727405,0.23339367578072207,0.008835325810051068
660,0.06786101872421568,0.03468698780218556,0.10846420544354866,0.048579491142112186,0.26424094156495165,0.02730544617660725
670,0.06741348276409553,0.03584023314367162,0.10855991315717499,0.047903366747729687,0.26543026311056955,0.026909207352112743
680,0.06551426916848868,0.04073669896882521,0.10640836410069217,0.04697462025058135,0.2686770156558071,0.028815357356167328
690,0.06405924989849154,0.04018389511337312,0.1067466027258585,0.04738943291161564,0.2670223784766027,0.029190387564512355
700,0.07162637800502125,0.035425167335251494,0.10542517962555091,0.039535886515171946,0.23008005507290363,0.007484942188067739
710,0.06901597658725223,0.04344594358865232,0.10694655422897388,0.039264789079365196,0.25130734140319483,0.011662304804115009
720,0.06711395274396637,0.04220906551852804,0.10584326600655913,0.04171439221861959,0.25445603526064325,0.016002073712614154
730,0.06726454929048487,0.04219678244104234,0.10638922674115747,0.04147549747991201,0.25590761564671993,0.018874820587217806
740,0.06415377945268119,0.039944692546156936,0.10403563493552308,0.04402489854857414,0.25718299938099726,0.019307910493017832
750,0.07477247818314936,0.04076354477573039,0.10593683352150644,0.03604939980684506,0.23475260553615435,0.01627105270403252
760,0.06474761593563017,0.03954424843351512,0.10637860465794802,0.04486925275746878,0.24423530139029026,0.01348380478264086
770,0.06435172529018018,0.039828798705402194,0.10576392426931609,0.04637013761301275,0.24669575664613927,0.016136965117945695
780,0.07244683347744285,0.045513950607982294,0.11275166699973245,0.049802806893257855,0.25871979631483555,0.01952299915946187
790,0.0649449510856357,0.04049901607250777,0.10559176614818473,0.041988978116913274,0.2437754518219403,0.012648782107524225
800,0.07143954903222038,0.04758610114381272,0.10954399647501607,0.037496609556043926,0.2592218331992626,0.013730958833967138
810,0.07009361145901494,0.044911825169738934,0.1064573925298949,0.03621649067003046,0.2582960980279105,0.012790696123874842
