epoca,train_vistas,train_vistas_sd,train_nuevas,train_nuevas_sd,val,val_sd
sin_entrenar,0.9409080855548382,0.06658798360068785,0.9191504288464785,0.07755543379086952,0.976484654205186,0.08936639050580578
10,0.14999471022747457,0.023025892075036386,0.1515374977995331,0.022146768324832176,0.17266975343227386,0.03767088110103574
20,0.13389067351818085,0.031675104456421084,0.13642799737863243,0.029619322381963492,0.16042230943483965,0.04815891567602901
30,0.1310989437624812,0.02617758337186968,0.1347052645869553,0.025270825102708106,0.15832258627883025,0.041478052634017784
40,0.13483399455435574,0.03074277321461984,0.1409906855939577,0.031144395032452116,0.1662347089233143,0.035241027598889016
50,0.13449124759063125,0.025307655528765873,0.14182024026134363,0.024682628609991687,0.1649634935227888,0.04824424132406142
60,0.13055765395984054,0.02587807101490029,0.1378640222052733,0.025637813178790977,0.16205873446805136,0.045541547227932445
70,0.12885971134528518,0.024940005464786398,0.1363205349771306,0.025497726650618207,0.16020784061402082,0.03855569588708119
80,0.12818229431286454,0.026831690057074344,0.13610655282779285,0.02702349611146561,0.162699794263712,0.04516226699015868
90,0.1308520024176687,0.0269950118792182,0.13880723423790187,0.02610137535013406,0.16179070768079587,0.0479143148250337
100,0.1272615089546889,0.02625065942230132,0.13550955476239324,0.025996181032450685,0.15813573143844092,0.0407247934412529
110,0.136638761498034,0.023598773341484778,0.1452246643214797,0.02335836103956221,0.16937601978757552,0.049552296426295356
120,0.13346358854323626,0.02347073667238478,0.14261376298964024,0.022873628854831282,0.16645879551236117,0.04948578761543458
130,0.12716667517088354,0.02658090157127334,0.13611357243886837,0.02673665320103815,0.1627144425043038,0.04560289451598289
140,0.12583498749881983,0.0305519774162213,0.1357630908023566,0.030911109773564035,0.16498963800924166,0.0421084193635438
150,0.11349611287005246,0.021156158779881806,0.1298192108127599,0.0323774233697591,0.16369720215776137,0.04528423564672198
160,0.10184276569634676,0.017125824666962036,0.11687247649145623,0.027131116636729548,0.17222632175045355,0.0631864669931774
170,0.0912078944966197,0.011923329847551284,0.11473793850746006,0.030737525484887722,0.1688924975959318,0.0625819136312963
180,0.09022314636968076,0.01446076454752019,0.11602169409161434,0.036367294991872974,0.17110392158584936,0.0687718014794713
190,0.0908982316032052,0.012422804256680561,0.11022732860874385,0.025677426128492734,0.1663433104487402,0.05788138386647277
200,0.08888616657350212,0.011885438481762328,0.11413477960741147,0.03296182492562167,0.16657674977821962,0.06611112540555718
210,0.08716297917999327,0.010569438078219034,0.11090195208089426,0.03008566854602408,0.16658382916024753,0.0698112754893154
220,0.09544925973750651,0.020314431556044257,0.1194860662217252,0.03749873601071127,0.16412032249250583,0.06145010432980225
230,0.08991230931133032,0.011365053512070795,0.11563062700831021,0.03296852550829807,0.16449264716356993,0.06093178909700096
240,0.08675548736937344,0.011740909243504693,0.1120220393446895,0.03266666600650119,0.1654737927019596,0.06831759241118565
250,0.08727309270761907,0.010736747057577994,0.11580285290256143,0.034305192090107864,0.16862108585025584,0.06752909182046497
260,0.08890700340270996,0.010379167891609508,0.11473910830682144,0.03347040525819145,0.16284413303115539,0.06603043967418291
270,0.0875486412551254,0.01029316412400433,0.10947389644570649,0.02500560573878676,0.16549644406352723,0.06226009090085395
280,0.09133577928878367,0.012500475128767112,0.1116780819138512,0.02594914763005153,0.16994290852120944,0.06345091010323306
290,0.09000968979671597,0.01459730523024055,0.11078696901677176,0.028403420605174222,0.16971869434096984,0.07604035446151763
300,0.08741879183799028,0.010835476087479612,0.11006446225413431,0.025789973576196574,0.16996813778366363,0.0646736769422322
310,0.08681249199435115,0.00973734784177327,0.11001322173979133,0.026936550526497637,0.1722098733963711,0.06621522683278475
320,0.0841675573028624,0.01092084560002796,0.11157395970076323,0.026425506718751525,0.17564874794334173,0.0639816960181139
330,0.08335566474124789,0.00895509970925283,0.1094782156093667,0.02638136420364028,0.17211775561528547,0.06673462268930185
340,0.08398132817819715,0.008585228474052058,0.10702320071868598,0.02321557962004146,0.16593062598258257,0.06225605068311188
350,0.08558928687125444,0.00941245850535658,0.10575475357472897,0.023189677793330317,0.163068454180445,0.0674250416630437
360,0.083225465612486,0.009260094725459692,0.1061204979972293,0.025821389508662314,0.1679049324510353,0.0713810834249493
370,0.08493500668555498,0.009309604989245462,0.11271347765189905,0.029765318748036094,0.17112346246306384,0.0741016260988881
380,0.0829903333215043,0.009866586447575317,0.11091784954381485,0.029360826999077636,0.17303044960967132,0.06663024174904227
390,0.09012048377189785,0.012623716289249281,0.11062759527703747,0.023612925679440153,0.17563207407615014,0.06152437713830376
400,0.08000261895358562,0.01111795130102453,0.10883365581200148,0.02970744708322083,0.17210441747946398,0.07313015395264008
410,0.08198578166775405,0.008774878077746462,0.10507951040441792,0.02418338249889519,0.17186558632446186,0.06810309594519953
420,0.08064686809666455,0.012973907164311273,0.10918976180255413,0.02999312539633806,0.18013514698083913,0.06888263497835981
430,0.07872600597329438,0.017820620939235584,0.10700072670200218,0.028753323831457556,0.17939611138509853,0.07414331817440556
440,0.07945397577714175,0.015801298906919663,0.10916225734399632,0.029722455577585603,0.1761655549385718,0.06661750124125725
450,0.08658886153716594,0.010474268117565673,0.10938764384870107,0.02521282422271602,0.17574136797338724,0.06966629476988913
460,0.08056934794876724,0.011149483697689755,0.10651709698140621,0.02636948002786303,0.17504294496029615,0.07423508333149725
470,0.08664031513035297,0.009912526574086002,0.10706256789853796,0.024090004767772392,0.17602195045245544,0.06668751123177402
480,0.07863793149590492,0.01579339341830596,0.10480556516752888,0.02735304901521643,0.18650918174535036,0.07214638166379027
490,0.07776253926567733,0.020526469495196098,0.10461891706412037,0.024753827978440918,0.1862019653032933,0.07322474238108896
500,0.07985206379089504,0.01379285000081995,0.11029759037774056,0.03110166005596313,0.18323587825787918,0.07121696501326147
510,0.08126766432542354,0.009813876725097861,0.10988784451425697,0.029493193852075734,0.17521743942052126,0.07124992002206781
520,0.08250519505236298,0.008026111686718825,0.11222214238174881,0.029147005247623745,0.17931698661829745,0.06676994444346906
530,0.07932799810077995,0.016537546046168528,0.11271431207812081,0.027908706625894758,0.181934119867427,0.07130400614514486
540,0.07785043562762439,0.010978283163505765,0.10841406765393913,0.029568506714114002,0.17909679096192122,0.0741978707564576
550,0.09464862896129489,0.03370612935081906,0.10804245019486795,0.026987861713286068,0.1746140741077917,0.07293638858578405
560,0.09858909086324275,0.025447498990673344,0.10880440859667335,0.027683014089848607,0.18853692750313453,0.06542142673181126
570,0.09122030017897487,0.01926487284033251,0.11220598292614643,0.027423709893818225,0.18639883399009705,0.07056410074673337
580,0.09147294540889561,0.021324028884187638,0.10735521271514396,0.026046825586456806,0.1762205039017967,0.07207700575019306
590,0.08051702589727938,0.017457167196909096,0.1086600815760903,0.027338310193751155,0.18170395440288953,0.06961331307333114
600,0.08616618753876537,0.011618141309412246,0.10751243956231822,0.029403746499763163,0.1874876775379692,0.06970415614030667
610,0.08669464953709394,0.013685487148899902,0.10925827140454203,0.029729140912718468,0.1844631199325834,0.06977330027612186
620,0.08250752557069063,0.023479790094449584,0.1101887490755568,0.034499273003309294,0.18216951337776013,0.07118882437103946
