fold,variant,seed,scene,n_obj,n_moving,ade_all,fde_all,ade_moving,fde_moving,gate,minade_all,minfde_all,minade_moving,minfde_moving,n_veh,ade_veh,fde_veh,minade_veh,minfde_veh
2,gate0_obj,4,41692b0ec7ff4123,105,104,7.10339,21.94122,7.14541,22.11758,0.00000,7.10339,21.94122,7.14541,22.11758,105,7.10339,21.94122,7.10339,21.94122
2,gate0_obj,5,2e41fe6faf5cd2ea,210,183,2.01792,3.53052,2.06276,3.76008,0.00000,2.01792,3.53052,2.06276,3.76008,199,2.01594,3.56508,2.01594,3.56508
2,gate0_obj,5,41692b0ec7ff4123,105,104,6.64598,21.64714,6.69475,21.83965,0.00000,6.64598,21.64714,6.69475,21.83965,105,6.64598,21.64714,6.64598,21.64714
2,gate0_obj,6,2e41fe6faf5cd2ea,210,183,2.10480,3.53803,2.16162,3.76987,0.00000,2.10480,3.53803,2.16162,3.76987,199,2.08943,3.54373,2.08943,3.54373
2,gate0_obj,6,41692b0ec7ff4123,105,104,6.48988,21.46591,6.53772,21.65789,0.00000,6.48988,21.46591,6.53772,21.65789,105,6.48988,21.46591,6.48988,21.46591
2,gate0_obj,7,2e41fe6faf5cd2ea,210,183,1.56063,3.00345,1.58979,3.19279,0.00000,1.56063,3.00345,1.58979,3.19279,199,1.53397,3.00116,1.53397,3.00116
2,gate0_obj,7,41692b0ec7ff4123,105,104,6.15960,21.12410,6.20852,21.31577,0.00000,6.15960,21.12410,6.20852,21.31577,105,6.15960,21.12410,6.15960,21.12410
2,gated_obj,4,2e41fe6faf5cd2ea,210,183,2.81137,4.84565,2.86343,5.07446,0.00228,2.81137,4.84565,2.86343,5.07446,199,2.81371,4.88327,2.81371,4.88327
2,gated_obj,4,41692b0ec7ff4123,105,104,7.01756,21.96753,7.06288,22.15062,0.00228,7.01756,21.96753,7.06288,22.15062,105,7.01756,21.96753,7.01756,21.96753
2,gated_obj,5,2e41fe6faf5cd2ea,210,183,1.58261,3.01860,1.67065,3.32348,0.00389,1.58261,3.01860,1.67065,3.32348,199,1.59794,3.08856,1.59794,3.08856
2,gated_obj,5,41692b0ec7ff4123,105,104,6.53820,21.72081,6.59270,21.92319,0.00389,6.53820,21.72081,6.59270,21.92319,105,6.53820,21.72081,6.53820,21.72081
2,gated_obj,6,2e41fe6faf5cd2ea,210,183,2.70787,4.52571,2.79182,4.80899,0.00562,2.70787,4.52571,2.79182,4.80899,199,2.73692,4.60811,2.73692,4.60811
2,gated_obj,6,41692b0ec7ff4123,105,104,7.12258,22.25183,7.17114,22.44290,0.00562,7.12258,22.25183,7.17114,22.44290,105,7.12258,22.25183,7.12258,22.25183
2,gated_obj,7,2e41fe6faf5cd2ea,210,183,1.54456,2.91492,1.61180,3.17837,0.00144,1.54456,2.91492,1.61180,3.17837,199,1.54296,2.95273,1.54296,2.95273
2,gated_obj,7,41692b0ec7ff4123,105,104,6.46721,21.72455,6.52073,21.92630,0.00144,6.46721,21.72455,6.52073,21.92630,105,6.46721,21.72455,6.46721,21.72455
3,gate0_obj,4,367b072edc9822ea,36,35,3.52778,8.02434,3.55814,8.15540,0.00000,3.52778,8.02434,3.55814,8.15540,29,3.70434,8.47026,3.70434,8.47026
3,gate0_obj,4,4a2ef30000d19d90,144,143,1.43020,2.43132,1.42342,2.42506,0.00000,1.43020,2.43132,1.42342,2.42506,137,1.45596,2.47677,1.45596,2.47677
3,gate0_obj,5,367b072edc9822ea,36,35,3.97883,8.25976,4.04392,8.44688,0.00000,3.97883,8.25976,4.04392,8.44688,29,4.18743,8.72529,4.18743,8.72529
3,gate0_obj,5,4a2ef30000d19d90,144,143,1.63342,2.91586,1.63299,2.92421,0.00000,1.63342,2.91586,1.63299,2.92421,137,1.64912,2.93993,1.64912,2.93993
3,gate0_obj,6,367b072edc9822ea,36,35,4.46128,9.35102,4.50836,9.50987,0.00000,4.46128,9.35102,4.50836,9.50987,29,4.63941,9.75367,4.63941,9.75367
3,gate0_obj,6,4a2ef30000d19d90,144,143,1.55550,2.30271,1.54743,2.29357,0.00000,1.55550,2.30271,1.54743,2.29357,137,1.58525,2.35585,1.58525,2.35585
3,gate0_obj,7,367b072edc9822ea,36,35,3.27546,7.46546,3.32845,7.63333,0.00000,3.27546,7.46546,3.32845,7.63333,29,3.33103,7.70253,3.33103,7.70253
3,gate0_obj,7,4a2ef30000d19d90,144,143,1.39914,3.06450,1.39926,3.07495,0.00000,1.39914,3.06450,1.39926,3.07495,137,1.41097,3.08604,1.41097,3.08604
3,gated_obj,4,367b072edc9822ea,36,35,4.11760,9.11846,4.16278,9.27779,0.00357,4.11760,9.11846,4.16278,9.27779,29,4.17705,9.27865,4.17705,9.27865
3,gated_obj,4,4a2ef30000d19d90,144,143,1.50158,3.02697,1.49513,3.02493,0.00357,1.50158,3.02697,1.49513,3.02493,137,1.52580,3.06527,1.52580,3.06527
3,gated_obj,5,367b072edc9822ea,36,35,4.27884,9.17332,4.36614,9.39091,0.00428,4.27884,9.17332,4.36614,9.39091,29,4.46435,9.59742,4.46435,9.59742
3,gated_obj,5,4a2ef30000d19d90,144,143,1.99971,4.10156,2.00353,4.11643,0.00428,1.99971,4.10156,2.00353,4.11643,137,2.00455,4.10773,2.00455,4.10773
3,gated_obj,6,367b072edc9822ea,36,35,5.29589,11.01458,5.36419,11.21883,0.00211,5.29589,11.01458,5.36419,11.21883,29,5.27755,10.98567,5.27755,10.98567
3,gated_obj,6,4a2ef30000d19d90,144,143,1.80795,2.68983,1.80102,2.68295,0.00211,1.80795,2.68983,1.80102,2.68295,137,1.84084,2.75949,1.84084,2.75949
3,gated_obj,7,367b072edc9822ea,36,35,4.47837,9.42989,4.55965,9.64576,0.00248,4.47837,9.42989,4.55965,9.64576,29,4.42426,9.42070,4.42426,9.42070
3,gated_obj,7,4a2ef30000d19d90,144,143,1.50493,3.25675,1.50440,3.26689,0.00248,1.50493,3.25675,1.50440,3.26689,137,1.52264,3.28307,1.52264,3.28307
4,gate0_obj,4,394e61f27c2a1700,435,434,1.01592,2.31596,1.01575,2.31949,0.00000,1.01592,2.31596,1.01575,2.31949,386,0.99977,2.29191,0.99977,2.29191
4,gate0_obj,4,4b60f9400a30ceaf,194,193,3.58822,9.16265,3.60103,9.20578,0.00000,3.58822,9.16265,3.60103,9.20578,187,3.59092,9.16713,3.59092,9.16713
4,gate0_obj,5,394e61f27c2a1700,435,434,0.92565,2.14870,0.92345,2.14807,0.00000,0.92565,2.14870,0.92345,2.14807,386,0.90261,2.12856,0.90261,2.12856
