fold,variant,seed,scene,n_obj,n_moving,ade_all,fde_all,ade_moving,fde_moving,gate,minade_all,minfde_all,minade_moving,minfde_moving,n_veh,ade_veh,fde_veh,minade_veh,minfde_veh
3,base_pad0,1,367b072edc9822ea,36,35,4.50065,9.78871,4.57798,10.00485,nan,4.50065,9.78871,4.57798,10.00485,29,4.61836,10.07586,4.61836,10.07586
3,base_pad0,1,4a2ef30000d19d90,144,143,1.59754,3.56810,1.59673,3.57871,nan,1.59754,3.56810,1.59673,3.57871,137,1.61316,3.59335,1.61316,3.59335
3,base_pad0,2,367b072edc9822ea,36,35,3.58933,8.34976,3.63964,8.52331,nan,3.58933,8.34976,3.63964,8.52331,29,3.75677,8.60497,3.75677,8.60497
3,base_pad0,2,4a2ef30000d19d90,144,143,1.53109,3.25447,1.52927,3.26175,nan,1.53109,3.25447,1.52927,3.26175,137,1.55432,3.29499,1.55432,3.29499
3,base_pad0,3,367b072edc9822ea,36,35,5.67832,11.92310,5.79469,12.20759,nan,5.67832,11.92310,5.79469,12.20759,29,5.74572,12.01080,5.74572,12.01080
3,base_pad0,3,4a2ef30000d19d90,144,143,1.60703,3.48297,1.60765,3.49489,nan,1.60703,3.48297,1.60765,3.49489,137,1.63165,3.51624,1.63165,3.51624
3,base_pad0,4,367b072edc9822ea,36,35,5.13230,10.71721,5.21067,10.93481,nan,5.13230,10.71721,5.21067,10.93481,29,5.07903,10.63414,5.07903,10.63414
3,base_pad0,4,4a2ef30000d19d90,144,143,1.66777,3.39063,1.66330,3.39378,nan,1.66777,3.39063,1.66330,3.39378,137,1.69569,3.43211,1.69569,3.43211
3,base_pad0,5,367b072edc9822ea,36,35,4.40746,9.40133,4.50110,9.63123,nan,4.40746,9.40133,4.50110,9.63123,29,4.57450,9.78343,4.57450,9.78343
3,base_pad0,5,4a2ef30000d19d90,144,143,1.86940,3.99216,1.87396,4.00932,nan,1.86940,3.99216,1.87396,4.00932,137,1.87651,3.99991,1.87651,3.99991
