epoca,train,train_sd,val_intra,val_intra_sd,val_escenas,val_escenas_sd
sin_entrenar,3.1099926590919496,0.012010168372307586,3.092583179473877,0.0,2.7067865241657603,0.22739607266117748
5500,0.07689169459044934,0.05530379165528079,1.0484870970249176,0.0,2.313953761620955,0.6305609617019594
6000,0.05770782753825188,0.0030952893734308463,0.9941332936286926,0.0,2.342731430313804,0.6344450269738986
